,Date,Year,Day,Week,Set,TimeDeployed,Count,ProportionFemale,MeanCPUE,TotalCatch,DailyWTMP,DailyPRES,DailyWSPD
1479,11/6/1996,1996,311,45,5,,74,NA,131,1048,23.00416667,1027.495833,5.033333333
1482,11/6/1996,1996,311,45,6,,33,NA,131,1048,23.00416667,1027.495833,5.033333333
1483,11/6/1996,1996,311,45,7,,33,NA,131,1048,23.00416667,1027.495833,5.033333333
1097,11/14/1996,1996,319,46,1,,331,NA,99,789,22.37083333,1029.4625,3.15
1096,11/14/1996,1996,319,46,2,,183,NA,99,789,22.37083333,1029.4625,3.15
1093,11/14/1996,1996,319,46,3,,98,NA,99,789,22.37083333,1029.4625,3.15
1094,11/14/1996,1996,319,46,4,,88,NA,99,789,22.37083333,1029.4625,3.15
1095,11/14/1996,1996,319,46,5,,53,NA,99,789,22.37083333,1029.4625,3.15
1099,11/14/1996,1996,319,46,6,,12,NA,99,789,22.37083333,1029.4625,3.15
1098,11/14/1996,1996,319,46,7,,12,NA,99,789,22.37083333,1029.4625,3.15
1273,11/21/1996,1996,326,47,1,,89,NA,25,199,22.12083333,1011.279167,4.4375
1271,11/21/1996,1996,326,47,2,,38,NA,25,199,22.12083333,1011.279167,4.4375
1272,11/21/1996,1996,326,47,3,,28,NA,25,199,22.12083333,1011.279167,4.4375
1268,11/21/1996,1996,326,47,4,,17,NA,25,199,22.12083333,1011.279167,4.4375
1269,11/21/1996,1996,326,47,5,,11,NA,25,199,22.12083333,1011.279167,4.4375
1270,11/21/1996,1996,326,47,6,,5,NA,25,199,22.12083333,1011.279167,4.4375
1267,11/21/1996,1996,326,47,7,,6,NA,25,199,22.12083333,1011.279167,4.4375
456,10/22/1997,1997,295,43,1,,46,NA,11,66,23.93478261,1013.465217,NA
457,10/22/1997,1997,295,43,2,,14,NA,11,66,23.93478261,1013.465217,NA
455,10/22/1997,1997,295,43,3,,2,NA,11,66,23.93478261,1013.465217,NA
458,10/22/1997,1997,295,43,4,,2,NA,11,66,23.93478261,1013.465217,NA
452,10/22/1997,1997,295,43,5,,2,NA,11,66,23.93478261,1013.465217,NA
453,10/22/1997,1997,295,43,6,,0,NA,11,66,23.93478261,1013.465217,NA
714,10/29/1997,1997,302,44,1,,114,NA,35,211,23,1020.3625,NA
710,10/29/1997,1997,302,44,2,,54,NA,35,211,23,1020.3625,NA
711,10/29/1997,1997,302,44,3,,33,NA,35,211,23,1020.3625,NA
712,10/29/1997,1997,302,44,4,,5,NA,35,211,23,1020.3625,NA
713,10/29/1997,1997,302,44,5,,5,NA,35,211,23,1020.3625,NA
709,10/29/1997,1997,302,44,6,,0,NA,35,211,23,1020.3625,NA
1422,11/5/1997,1997,309,45,1,,11,NA,2,11,22.825,1023.941667,NA
1423,11/5/1997,1997,309,45,2,,0,NA,2,11,22.825,1023.941667,NA
1424,11/5/1997,1997,309,45,3,,0,NA,2,11,22.825,1023.941667,NA
1425,11/5/1997,1997,309,45,4,,0,NA,2,11,22.825,1023.941667,NA
1426,11/5/1997,1997,309,45,5,,0,NA,2,11,22.825,1023.941667,NA
1065,11/13/1997,1997,317,46,1,,9,NA,3,15,22.52272727,1014.163636,NA
1066,11/13/1997,1997,317,46,2,,3,NA,3,15,22.52272727,1014.163636,NA
1067,11/13/1997,1997,317,46,3,,2,NA,3,15,22.52272727,1014.163636,NA
1068,11/13/1997,1997,317,46,4,,1,NA,3,15,22.52272727,1014.163636,NA
1069,11/13/1997,1997,317,46,5,,0,NA,3,15,22.52272727,1014.163636,NA
125,10/14/1998,1998,287,42,1,,56,NA,213,1493,25.8,1013.614286,3.738095238
124,10/14/1998,1998,287,42,2,,53,NA,213,1493,25.8,1013.614286,3.738095238
122,10/14/1998,1998,287,42,3,,93,NA,213,1493,25.8,1013.614286,3.738095238
120,10/14/1998,1998,287,42,4,,354,NA,213,1493,25.8,1013.614286,3.738095238
121,10/14/1998,1998,287,42,5,,234,NA,213,1493,25.8,1013.614286,3.738095238
119,10/14/1998,1998,287,42,6,,692,NA,213,1493,25.8,1013.614286,3.738095238
123,10/14/1998,1998,287,42,7,,11,NA,213,1493,25.8,1013.614286,3.738095238
393,10/21/1998,1998,294,43,1,,611,NA,706,4233,24.63333333,1017.425,4.55
395,10/21/1998,1998,294,43,2,,337,NA,706,4233,24.63333333,1017.425,4.55
392,10/21/1998,1998,294,43,3,,457,NA,706,4233,24.63333333,1017.425,4.55
391,10/21/1998,1998,294,43,4,,521,NA,706,4233,24.63333333,1017.425,4.55
394,10/21/1998,1998,294,43,5,,583,NA,706,4233,24.63333333,1017.425,4.55
389,10/21/1998,1998,294,43,6,,1724,NA,706,4233,24.63333333,1017.425,4.55
680,10/28/1998,1998,301,44,1,,68,NA,118,829,24.7125,1016.15,2.804166667
681,10/28/1998,1998,301,44,2,,307,NA,118,829,24.7125,1016.15,2.804166667
686,10/28/1998,1998,301,44,3,,133,NA,118,829,24.7125,1016.15,2.804166667
684,10/28/1998,1998,301,44,4,,93,NA,118,829,24.7125,1016.15,2.804166667
685,10/28/1998,1998,301,44,5,,117,NA,118,829,24.7125,1016.15,2.804166667
682,10/28/1998,1998,301,44,6,,76,NA,118,829,24.7125,1016.15,2.804166667
683,10/28/1998,1998,301,44,7,,35,NA,118,829,24.7125,1016.15,2.804166667
1430,11/5/1998,1998,309,45,1,,161,NA,102,711,23.65416667,1008.175,8.458333333
1434,11/5/1998,1998,309,45,2,,0,NA,102,711,23.65416667,1008.175,8.458333333
1432,11/5/1998,1998,309,45,3,,7,NA,102,711,23.65416667,1008.175,8.458333333
1433,11/5/1998,1998,309,45,4,,188,NA,102,711,23.65416667,1008.175,8.458333333
1429,11/5/1998,1998,309,45,5,,90,NA,102,711,23.65416667,1008.175,8.458333333
1428,11/5/1998,1998,309,45,6,,68,NA,102,711,23.65416667,1008.175,8.458333333
1431,11/5/1998,1998,309,45,7,,197,NA,102,711,23.65416667,1008.175,8.458333333
129,10/14/1999,1999,287,42,1,,55,NA,24,169,24.48333333,1012.779167,8.808333333
127,10/14/1999,1999,287,42,2,,16,NA,24,169,24.48333333,1012.779167,8.808333333
126,10/14/1999,1999,287,42,3,,5,NA,24,169,24.48333333,1012.779167,8.808333333
130,10/14/1999,1999,287,42,4,,62,NA,24,169,24.48333333,1012.779167,8.808333333
132,10/14/1999,1999,287,42,5,,2,NA,24,169,24.48333333,1012.779167,8.808333333
128,10/14/1999,1999,287,42,6,,29,NA,24,169,24.48333333,1012.779167,8.808333333
131,10/14/1999,1999,287,42,7,,0,NA,24,169,24.48333333,1012.779167,8.808333333
343,10/20/1999,1999,293,43,1,,54,NA,109,652,26.4625,1020.841667,5.754166667
346,10/20/1999,1999,293,43,2,,155,NA,109,652,26.4625,1020.841667,5.754166667
340,10/20/1999,1999,293,43,3,,64,NA,109,652,26.4625,1020.841667,5.754166667
345,10/20/1999,1999,293,43,4,,84,NA,109,652,26.4625,1020.841667,5.754166667
341,10/20/1999,1999,293,43,5,,224,NA,109,652,26.4625,1020.841667,5.754166667
344,10/20/1999,1999,293,43,6,,71,NA,109,652,26.4625,1020.841667,5.754166667
611,10/27/1999,1999,300,44,1,,2,NA,14,81,26.6,1018.233333,5.766666667
615,10/27/1999,1999,300,44,2,,0,NA,14,81,26.6,1018.233333,5.766666667
612,10/27/1999,1999,300,44,3,,2,NA,14,81,26.6,1018.233333,5.766666667
616,10/27/1999,1999,300,44,4,,41,NA,14,81,26.6,1018.233333,5.766666667
617,10/27/1999,1999,300,44,5,,33,NA,14,81,26.6,1018.233333,5.766666667
613,10/27/1999,1999,300,44,6,,3,NA,14,81,26.6,1018.233333,5.766666667
1387,11/4/1999,1999,308,45,1,,46,NA,56,391,25.175,1023.375,7.375
1391,11/4/1999,1999,308,45,2,,94,NA,56,391,25.175,1023.375,7.375
1386,11/4/1999,1999,308,45,3,,10,NA,56,391,25.175,1023.375,7.375
1388,11/4/1999,1999,308,45,4,,6,NA,56,391,25.175,1023.375,7.375
1392,11/4/1999,1999,308,45,5,,40,NA,56,391,25.175,1023.375,7.375
1389,11/4/1999,1999,308,45,6,,52,NA,56,391,25.175,1023.375,7.375
1390,11/4/1999,1999,308,45,7,,143,NA,56,391,25.175,1023.375,7.375
37,10/11/2000,2000,285,42,1,,107,NA,473,3310,24.50416667,1022.25,4.679166667
35,10/11/2000,2000,285,42,2,,134,NA,473,3310,24.50416667,1022.25,4.679166667
39,10/11/2000,2000,285,42,3,,214,NA,473,3310,24.50416667,1022.25,4.679166667
40,10/11/2000,2000,285,42,4,,273,NA,473,3310,24.50416667,1022.25,4.679166667
36,10/11/2000,2000,285,42,5,,985,NA,473,3310,24.50416667,1022.25,4.679166667
41,10/11/2000,2000,285,42,6,,27,NA,473,3310,24.50416667,1022.25,4.679166667
38,10/11/2000,2000,285,42,7,,1570,NA,473,3310,24.50416667,1022.25,4.679166667
348,10/20/2000,2000,294,43,1,,19,NA,39,231,24.225,1022.466667,5.575
349,10/20/2000,2000,294,43,2,,71,NA,39,231,24.225,1022.466667,5.575
353,10/20/2000,2000,294,43,3,,140,NA,39,231,24.225,1022.466667,5.575
347,10/20/2000,2000,294,43,4,,1,NA,39,231,24.225,1022.466667,5.575
350,10/20/2000,2000,294,43,5,,0,NA,39,231,24.225,1022.466667,5.575
351,10/20/2000,2000,294,43,6,,0,NA,39,231,24.225,1022.466667,5.575
568,10/25/2000,2000,299,44,1,,43,NA,62,437,23.715,1023.035,5.895
565,10/25/2000,2000,299,44,2,,123,NA,62,437,23.715,1023.035,5.895
562,10/25/2000,2000,299,44,3,,103,NA,62,437,23.715,1023.035,5.895
566,10/25/2000,2000,299,44,4,,13,NA,62,437,23.715,1023.035,5.895
564,10/25/2000,2000,299,44,5,,74,NA,62,437,23.715,1023.035,5.895
567,10/25/2000,2000,299,44,6,,57,NA,62,437,23.715,1023.035,5.895
563,10/25/2000,2000,299,44,7,,24,NA,62,437,23.715,1023.035,5.895
1204,11/2/2000,2000,307,45,1,,40,NA,31,185,22.275,1014.904167,9.720833333
1205,11/2/2000,2000,307,45,2,,10,NA,31,185,22.275,1014.904167,9.720833333
1208,11/2/2000,2000,307,45,3,,118,NA,31,185,22.275,1014.904167,9.720833333
1206,11/2/2000,2000,307,45,4,,17,NA,31,185,22.275,1014.904167,9.720833333
1207,11/2/2000,2000,307,45,5,,0,NA,31,185,22.275,1014.904167,9.720833333
1209,11/2/2000,2000,307,45,6,,0,NA,31,185,22.275,1014.904167,9.720833333
1587,11/9/2000,2000,314,46,1,,17,NA,647,4532,22.17083333,1014.166667,3.054166667
1588,11/9/2000,2000,314,46,2,,24,NA,647,4532,22.17083333,1014.166667,3.054166667
1589,11/9/2000,2000,314,46,3,,81,NA,647,4532,22.17083333,1014.166667,3.054166667
1590,11/9/2000,2000,314,46,4,,9,NA,647,4532,22.17083333,1014.166667,3.054166667
1591,11/9/2000,2000,314,46,5,,103,NA,647,4532,22.17083333,1014.166667,3.054166667
1592,11/9/2000,2000,314,46,6,,28,NA,647,4532,22.17083333,1014.166667,3.054166667
1593,11/9/2000,2000,314,46,7,,4270,NA,647,4532,22.17083333,1014.166667,3.054166667
7,10/10/2001,2001,283,41,1,,40,NA,462,2770,23.82083333,1030.991667,7.4875
1,10/10/2001,2001,283,41,2,,578,NA,462,2770,23.82083333,1030.991667,7.4875
2,10/10/2001,2001,283,41,3,,1968,NA,462,2770,23.82083333,1030.991667,7.4875
3,10/10/2001,2001,283,41,4,,3,NA,462,2770,23.82083333,1030.991667,7.4875
4,10/10/2001,2001,283,41,5,,162,NA,462,2770,23.82083333,1030.991667,7.4875
5,10/10/2001,2001,283,41,6,,19,NA,462,2770,23.82083333,1030.991667,7.4875
232,10/17/2001,2001,290,42,1,,763,NA,777,3107,23.92916667,1014.529167,8.0375
235,10/17/2001,2001,290,42,2,,474,NA,777,3107,23.92916667,1014.529167,8.0375
231,10/17/2001,2001,290,42,3,,457,NA,777,3107,23.92916667,1014.529167,8.0375
234,10/17/2001,2001,290,42,4,,1413,NA,777,3107,23.92916667,1014.529167,8.0375
520,10/24/2001,2001,297,43,1,,585,NA,482,3376,23.74166667,1013.154167,7.308333333
524,10/24/2001,2001,297,43,2,,691,NA,482,3376,23.74166667,1013.154167,7.308333333
526,10/24/2001,2001,297,43,3,,818,NA,482,3376,23.74166667,1013.154167,7.308333333
525,10/24/2001,2001,297,43,4,,96,NA,482,3376,23.74166667,1013.154167,7.308333333
523,10/24/2001,2001,297,43,5,,287,NA,482,3376,23.74166667,1013.154167,7.308333333
521,10/24/2001,2001,297,43,6,,899,NA,482,3376,23.74166667,1013.154167,7.308333333
522,10/24/2001,2001,297,43,7,,0,NA,482,3376,23.74166667,1013.154167,7.308333333
936,11/1/2001,2001,305,44,1,,1114,NA,1056,6333,22.92083333,1028.854167,5.570833333
934,11/1/2001,2001,305,44,2,,1080,NA,1056,6333,22.92083333,1028.854167,5.570833333
938,11/1/2001,2001,305,44,3,,296,NA,1056,6333,22.92083333,1028.854167,5.570833333
935,11/1/2001,2001,305,44,4,,644,NA,1056,6333,22.92083333,1028.854167,5.570833333
939,11/1/2001,2001,305,44,5,,1778,NA,1056,6333,22.92083333,1028.854167,5.570833333
940,11/1/2001,2001,305,44,6,,1421,NA,1056,6333,22.92083333,1028.854167,5.570833333
1573,11/8/2001,2001,312,45,1,,2,NA,144,863,22.86666667,1021.2125,6.5125
1574,11/8/2001,2001,312,45,2,,61,NA,144,863,22.86666667,1021.2125,6.5125
1575,11/8/2001,2001,312,45,3,,420,NA,144,863,22.86666667,1021.2125,6.5125
1576,11/8/2001,2001,312,45,4,,154,NA,144,863,22.86666667,1021.2125,6.5125
1577,11/8/2001,2001,312,45,5,,208,NA,144,863,22.86666667,1021.2125,6.5125
1578,11/8/2001,2001,312,45,6,,18,NA,144,863,22.86666667,1021.2125,6.5125
896,10/9/2002,2002,282,41,1,,11,NA,113,679,26.8,1019.041667,8.933333333
893,10/9/2002,2002,282,41,2,,317,NA,113,679,26.8,1019.041667,8.933333333
894,10/9/2002,2002,282,41,3,,114,NA,113,679,26.8,1019.041667,8.933333333
897,10/9/2002,2002,282,41,4,,152,NA,113,679,26.8,1019.041667,8.933333333
895,10/9/2002,2002,282,41,5,,3,NA,113,679,26.8,1019.041667,8.933333333
898,10/9/2002,2002,282,41,6,,82,NA,113,679,26.8,1019.041667,8.933333333
212,10/16/2002,2002,289,42,1,,205,NA,719,4311,25.925,1003.654167,11.86666667
215,10/16/2002,2002,289,42,2,,301,NA,719,4311,25.925,1003.654167,11.86666667
213,10/16/2002,2002,289,42,3,,1303,NA,719,4311,25.925,1003.654167,11.86666667
214,10/16/2002,2002,289,42,4,,1221,NA,719,4311,25.925,1003.654167,11.86666667
210,10/16/2002,2002,289,42,5,,1144,NA,719,4311,25.925,1003.654167,11.86666667
211,10/16/2002,2002,289,42,6,,137,NA,719,4311,25.925,1003.654167,11.86666667
498,10/23/2002,2002,296,43,1,,276,NA,383,2295,25.10833333,1019.204167,6.329166667
493,10/23/2002,2002,296,43,2,,451,NA,383,2295,25.10833333,1019.204167,6.329166667
499,10/23/2002,2002,296,43,3,,367,NA,383,2295,25.10833333,1019.204167,6.329166667
497,10/23/2002,2002,296,43,4,,576,NA,383,2295,25.10833333,1019.204167,6.329166667
496,10/23/2002,2002,296,43,5,,60,NA,383,2295,25.10833333,1019.204167,6.329166667
494,10/23/2002,2002,296,43,6,,565,NA,383,2295,25.10833333,1019.204167,6.329166667
796,10/31/2002,2002,304,44,1,,86,NA,788,4730,24.63333333,1006.341667,12.02083333
792,10/31/2002,2002,304,44,2,,42,NA,788,4730,24.63333333,1006.341667,12.02083333
791,10/31/2002,2002,304,44,3,,328,NA,788,4730,24.63333333,1006.341667,12.02083333
793,10/31/2002,2002,304,44,4,,1764,NA,788,4730,24.63333333,1006.341667,12.02083333
794,10/31/2002,2002,304,44,5,,1282,NA,788,4730,24.63333333,1006.341667,12.02083333
795,10/31/2002,2002,304,44,6,,1228,NA,788,4730,24.63333333,1006.341667,12.02083333
1490,11/6/2002,2002,310,45,1,,103,NA,164,1146,23.5375,1005.420833,13.1375
1484,11/6/2002,2002,310,45,2,,98,NA,164,1146,23.5375,1005.420833,13.1375
1485,11/6/2002,2002,310,45,3,,595,NA,164,1146,23.5375,1005.420833,13.1375
1488,11/6/2002,2002,310,45,4,,155,NA,164,1146,23.5375,1005.420833,13.1375
1489,11/6/2002,2002,310,45,5,,87,NA,164,1146,23.5375,1005.420833,13.1375
1486,11/6/2002,2002,310,45,6,,3,NA,164,1146,23.5375,1005.420833,13.1375
1487,11/6/2002,2002,310,45,7,,105,NA,164,1146,23.5375,1005.420833,13.1375
866,10/8/2003,2003,281,41,1,,14,NA,74,443,25.775,1022.166667,5.783333333
869,10/8/2003,2003,281,41,2,,14,NA,74,443,25.775,1022.166667,5.783333333
867,10/8/2003,2003,281,41,3,,56,NA,74,443,25.775,1022.166667,5.783333333
871,10/8/2003,2003,281,41,4,,133,NA,74,443,25.775,1022.166667,5.783333333
872,10/8/2003,2003,281,41,5,,107,NA,74,443,25.775,1022.166667,5.783333333
868,10/8/2003,2003,281,41,6,,119,NA,74,443,25.775,1022.166667,5.783333333
165,10/15/2003,2003,288,42,1,,65,NA,61,426,25.45833333,1004.558333,11.52083333
166,10/15/2003,2003,288,42,2,,24,NA,61,426,25.45833333,1004.558333,11.52083333
162,10/15/2003,2003,288,42,3,,58,NA,61,426,25.45833333,1004.558333,11.52083333
164,10/15/2003,2003,288,42,4,,17,NA,61,426,25.45833333,1004.558333,11.52083333
161,10/15/2003,2003,288,42,5,,148,NA,61,426,25.45833333,1004.558333,11.52083333
163,10/15/2003,2003,288,42,6,,93,NA,61,426,25.45833333,1004.558333,11.52083333
160,10/15/2003,2003,288,42,7,,21,NA,61,426,25.45833333,1004.558333,11.52083333
461,10/22/2003,2003,295,43,1,,369,NA,457,2744,25.175,1000.125,9.954166667
459,10/22/2003,2003,295,43,2,,310,NA,457,2744,25.175,1000.125,9.954166667
464,10/22/2003,2003,295,43,3,,271,NA,457,2744,25.175,1000.125,9.954166667
462,10/22/2003,2003,295,43,4,,687,NA,457,2744,25.175,1000.125,9.954166667
465,10/22/2003,2003,295,43,5,,814,NA,457,2744,25.175,1000.125,9.954166667
460,10/22/2003,2003,295,43,6,,293,NA,457,2744,25.175,1000.125,9.954166667
718,10/29/2003,2003,302,44,1,,149,NA,55,275,24.33333333,1008.495833,10.4875
715,10/29/2003,2003,302,44,2,,1,NA,55,275,24.33333333,1008.495833,10.4875
716,10/29/2003,2003,302,44,3,,124,NA,55,275,24.33333333,1008.495833,10.4875
717,10/29/2003,2003,302,44,4,,0,NA,55,275,24.33333333,1008.495833,10.4875
720,10/29/2003,2003,302,44,5,,1,NA,55,275,24.33333333,1008.495833,10.4875
1494,11/6/2003,2003,310,45,1,,633,NA,975,4876,24.4625,1021.054167,7.804166667
1495,11/6/2003,2003,310,45,2,,1013,NA,975,4876,24.4625,1021.054167,7.804166667
1492,11/6/2003,2003,310,45,3,,1929,NA,975,4876,24.4625,1021.054167,7.804166667
1493,11/6/2003,2003,310,45,4,,858,NA,975,4876,24.4625,1021.054167,7.804166667
1496,11/6/2003,2003,310,45,5,,443,NA,975,4876,24.4625,1021.054167,7.804166667
821,10/6/2004,2004,280,41,1,,14,NA,100,602,25.8,1022.908333,7.75
822,10/6/2004,2004,280,41,2,,53,NA,100,602,25.8,1022.908333,7.75
820,10/6/2004,2004,280,41,3,,282,NA,100,602,25.8,1022.908333,7.75
823,10/6/2004,2004,280,41,4,,105,NA,100,602,25.8,1022.908333,7.75
818,10/6/2004,2004,280,41,5,,61,NA,100,602,25.8,1022.908333,7.75
824,10/6/2004,2004,280,41,6,,87,NA,100,602,25.8,1022.908333,7.75
85,10/13/2004,2004,287,42,1,,18,NA,681,4084,24.975,1007.579167,6.433333333
88,10/13/2004,2004,287,42,2,,337,NA,681,4084,24.975,1007.579167,6.433333333
84,10/13/2004,2004,287,42,3,,232,NA,681,4084,24.975,1007.579167,6.433333333
86,10/13/2004,2004,287,42,4,,470,NA,681,4084,24.975,1007.579167,6.433333333
89,10/13/2004,2004,287,42,5,,2579,NA,681,4084,24.975,1007.579167,6.433333333
90,10/13/2004,2004,287,42,6,,448,NA,681,4084,24.975,1007.579167,6.433333333
358,10/20/2004,2004,294,43,1,,567,NA,592,3549,24.52083333,1013.054167,8.858333333
359,10/20/2004,2004,294,43,2,,2012,NA,592,3549,24.52083333,1013.054167,8.858333333
355,10/20/2004,2004,294,43,3,,725,NA,592,3549,24.52083333,1013.054167,8.858333333
354,10/20/2004,2004,294,43,4,,185,NA,592,3549,24.52083333,1013.054167,8.858333333
360,10/20/2004,2004,294,43,5,,52,NA,592,3549,24.52083333,1013.054167,8.858333333
357,10/20/2004,2004,294,43,6,,8,NA,592,3549,24.52083333,1013.054167,8.858333333
689,10/28/2004,2004,302,44,1,,30,NA,62,372,23.84583333,1019.354167,6.804166667
692,10/28/2004,2004,302,44,2,,28,NA,62,372,23.84583333,1019.354167,6.804166667
687,10/28/2004,2004,302,44,3,,59,NA,62,372,23.84583333,1019.354167,6.804166667
690,10/28/2004,2004,302,44,4,,5,NA,62,372,23.84583333,1019.354167,6.804166667
688,10/28/2004,2004,302,44,5,,137,NA,62,372,23.84583333,1019.354167,6.804166667
691,10/28/2004,2004,302,44,6,,113,NA,62,372,23.84583333,1019.354167,6.804166667
1349,11/3/2004,2004,308,45,1,,1226,NA,856,5136,23.60833333,1016.266667,8.220833333
1346,11/3/2004,2004,308,45,2,,512,NA,856,5136,23.60833333,1016.266667,8.220833333
1347,11/3/2004,2004,308,45,3,,887,NA,856,5136,23.60833333,1016.266667,8.220833333
1350,11/3/2004,2004,308,45,4,,293,NA,856,5136,23.60833333,1016.266667,8.220833333
1344,11/3/2004,2004,308,45,5,,1460,NA,856,5136,23.60833333,1016.266667,8.220833333
1348,11/3/2004,2004,308,45,6,,758,NA,856,5136,23.60833333,1016.266667,8.220833333
971,11/10/2004,2004,315,46,1,,367,NA,184,1101,23,1028.808333,8.595833333
969,11/10/2004,2004,315,46,2,,184,NA,184,1101,23,1028.808333,8.595833333
974,11/10/2004,2004,315,46,3,,5,NA,184,1101,23,1028.808333,8.595833333
975,11/10/2004,2004,315,46,4,,46,NA,184,1101,23,1028.808333,8.595833333
972,11/10/2004,2004,315,46,5,,374,NA,184,1101,23,1028.808333,8.595833333
973,11/10/2004,2004,315,46,6,,125,NA,184,1101,23,1028.808333,8.595833333
816,10/5/2005,2005,278,41,1,,25,NA,50,250,28.03125,1007.16875,11.38333333
815,10/5/2005,2005,278,41,2,,54,NA,50,250,28.03125,1007.16875,11.38333333
812,10/5/2005,2005,278,41,3,,64,NA,50,250,28.03125,1007.16875,11.38333333
811,10/5/2005,2005,278,41,4,,80,NA,50,250,28.03125,1007.16875,11.38333333
814,10/5/2005,2005,278,41,5,,27,NA,50,250,28.03125,1007.16875,11.38333333
56,10/12/2005,2005,285,42,1,,20,NA,100,600,29.07916667,1010.172917,2.5875
62,10/12/2005,2005,285,42,2,,70,NA,100,600,29.07916667,1010.172917,2.5875
60,10/12/2005,2005,285,42,3,,18,NA,100,600,29.07916667,1010.172917,2.5875
58,10/12/2005,2005,285,42,4,,292,NA,100,600,29.07916667,1010.172917,2.5875
59,10/12/2005,2005,285,42,5,,39,NA,100,600,29.07916667,1010.172917,2.5875
57,10/12/2005,2005,285,42,6,,161,NA,100,600,29.07916667,1010.172917,2.5875
315,10/19/2005,2005,292,43,1,,44,NA,104,624,27.60208333,1015.710417,5.88125
313,10/19/2005,2005,292,43,2,,59,NA,104,624,27.60208333,1015.710417,5.88125
314,10/19/2005,2005,292,43,3,,168,NA,104,624,27.60208333,1015.710417,5.88125
316,10/19/2005,2005,292,43,4,,168,NA,104,624,27.60208333,1015.710417,5.88125
312,10/19/2005,2005,292,43,5,,159,NA,104,624,27.60208333,1015.710417,5.88125
317,10/19/2005,2005,292,43,6,,26,NA,104,624,27.60208333,1015.710417,5.88125
623,10/27/2005,2005,300,44,1,,150,NA,390,2340,26.70208333,1019.083333,2.879166667
624,10/27/2005,2005,300,44,2,,155,NA,390,2340,26.70208333,1019.083333,2.879166667
618,10/27/2005,2005,300,44,3,,444,NA,390,2340,26.70208333,1019.083333,2.879166667
621,10/27/2005,2005,300,44,4,,864,NA,390,2340,26.70208333,1019.083333,2.879166667
622,10/27/2005,2005,300,44,5,,241,NA,390,2340,26.70208333,1019.083333,2.879166667
619,10/27/2005,2005,300,44,6,,486,NA,390,2340,26.70208333,1019.083333,2.879166667
1212,11/2/2005,2005,306,45,1,,196,NA,266,1598,25.53333333,1015.775,8.23125
1213,11/2/2005,2005,306,45,2,,215,NA,266,1598,25.53333333,1015.775,8.23125
1211,11/2/2005,2005,306,45,3,,782,NA,266,1598,25.53333333,1015.775,8.23125
1216,11/2/2005,2005,306,45,4,,282,NA,266,1598,25.53333333,1015.775,8.23125
1217,11/2/2005,2005,306,45,5,,31,NA,266,1598,25.53333333,1015.775,8.23125
1214,11/2/2005,2005,306,45,6,,92,NA,266,1598,25.53333333,1015.775,8.23125
1594,11/9/2005,2005,313,46,1,,566,NA,290,1448,25.91041667,1020.635417,4.216666667
1595,11/9/2005,2005,313,46,2,,245,NA,290,1448,25.91041667,1020.635417,4.216666667
1596,11/9/2005,2005,313,46,3,,153,NA,290,1448,25.91041667,1020.635417,4.216666667
1597,11/9/2005,2005,313,46,4,,126,NA,290,1448,25.91041667,1020.635417,4.216666667
1598,11/9/2005,2005,313,46,5,,358,NA,290,1448,25.91041667,1020.635417,4.216666667
46,10/11/2006,2006,284,41,1,,394,NA,309,1855,27.1625,1010.666667,4.754166667
44,10/11/2006,2006,284,41,2,,530,NA,309,1855,27.1625,1010.666667,4.754166667
45,10/11/2006,2006,284,41,3,,346,NA,309,1855,27.1625,1010.666667,4.754166667
42,10/11/2006,2006,284,41,4,,128,NA,309,1855,27.1625,1010.666667,4.754166667
48,10/11/2006,2006,284,41,5,,196,NA,309,1855,27.1625,1010.666667,4.754166667
43,10/11/2006,2006,284,41,6,,261,NA,309,1855,27.1625,1010.666667,4.754166667
292,10/18/2006,2006,291,42,1,,160,NA,327,1959,26.2125,1012.5375,7.995833333
291,10/18/2006,2006,291,42,2,,155,NA,327,1959,26.2125,1012.5375,7.995833333
297,10/18/2006,2006,291,42,3,,317,NA,327,1959,26.2125,1012.5375,7.995833333
293,10/18/2006,2006,291,42,4,,147,NA,327,1959,26.2125,1012.5375,7.995833333
296,10/18/2006,2006,291,42,5,,571,NA,327,1959,26.2125,1012.5375,7.995833333
294,10/18/2006,2006,291,42,6,,609,NA,327,1959,26.2125,1012.5375,7.995833333
592,10/26/2006,2006,299,43,1,,102,NA,532,3191,24.0875,1023.675,4.870833333
593,10/26/2006,2006,299,43,2,,122,NA,532,3191,24.0875,1023.675,4.870833333
591,10/26/2006,2006,299,43,3,,1189,NA,532,3191,24.0875,1023.675,4.870833333
596,10/26/2006,2006,299,43,4,,1018,NA,532,3191,24.0875,1023.675,4.870833333
590,10/26/2006,2006,299,43,5,,513,NA,532,3191,24.0875,1023.675,4.870833333
594,10/26/2006,2006,299,43,6,,247,NA,532,3191,24.0875,1023.675,4.870833333
944,11/1/2006,2006,305,44,1,,32,NA,388,2330,23.85,1018.745833,4.025
947,11/1/2006,2006,305,44,2,,66,NA,388,2330,23.85,1018.745833,4.025
941,11/1/2006,2006,305,44,3,,321,NA,388,2330,23.85,1018.745833,4.025
946,11/1/2006,2006,305,44,4,,321,NA,388,2330,23.85,1018.745833,4.025
943,11/1/2006,2006,305,44,5,,652,NA,388,2330,23.85,1018.745833,4.025
942,11/1/2006,2006,305,44,6,,938,NA,388,2330,23.85,1018.745833,4.025
